Nitrogen,Phosphorus,Potassium,Temperature,Humidity,Moisture,pH_Value,Rainfall,Crop,Soil_Type,Variety,Fertilizer
41.00,0.00,0.00,33.85,69.07,48.24,N/A,N/A,Barley,Sandy,N/A,14-35-14
13.00,39.00,3.00,40.00,65.82,37.56,N/A,N/A,Barley,Clayey,N/A,14-35-14
17.00,41.00,0.00,31.32,55.37,58.58,N/A,N/A,Barley,Loamy,N/A,DAP
37.00,1.00,0.00,34.21,67.02,41.72,N/A,N/A,Barley,Sandy,N/A,28-28
10.00,41.00,0.00,33.60,66.97,34.42,N/A,N/A,Barley,Black,N/A,DAP
19.00,18.00,3.00,36.30,68.21,70.00,N/A,N/A,Barley,Red,N/A,17-17-17
9.00,8.00,4.00,25.98,46.81,32.02,N/A,N/A,Barley,Loamy,N/A,17-17-17
16.00,7.00,3.00,25.68,59.99,51.16,N/A,N/A,Barley,Sandy,N/A,14-35-14
17.00,15.00,2.00,38.07,59.39,38.63,N/A,N/A,Barley,Loamy,N/A,Urea
17.00,36.00,0.00,22.60,44.65,29.06,N/A,N/A,Barley,Clayey,N/A,17-17-17
20.00,22.00,0.00,38.62,70.77,25.82,N/A,N/A,Barley,Sandy,N/A,Urea
22.00,20.00,3.00,21.59,47.89,48.19,N/A,N/A,Barley,Clayey,N/A,10-26-26
42.00,0.00,0.00,30.51,52.84,30.95,N/A,N/A,Barley,Red,N/A,10-26-26
8.00,43.00,0.00,32.32,62.37,45.01,N/A,N/A,Barley,Sandy,N/A,10-26-26
35.00,0.00,2.00,36.10,73.12,51.29,N/A,N/A,Barley,Clayey,N/A,17-17-17
39.00,0.00,0.00,35.94,78.88,56.11,N/A,N/A,Barley,Loamy,N/A,14-35-14
39.00,1.00,3.00,32.16,54.28,39.92,N/A,N/A,Barley,Clayey,N/A,Urea
10.00,19.00,21.00,24.99,66.72,29.41,N/A,N/A,Barley,Red,N/A,Urea
10.00,14.00,9.00,20.52,46.83,35.07,N/A,N/A,Barley,Black,N/A,28-28
12.00,40.00,4.00,40.00,64.34,28.36,N/A,N/A,Barley,Clayey,N/A,20-20
18.00,33.00,0.00,31.98,58.87,58.24,N/A,N/A,Barley,Clayey,N/A,10-26-26
36.00,4.00,4.00,34.85,71.71,50.57,N/A,N/A,Barley,Loamy,N/A,17-17-17
20.00,26.00,0.00,28.16,51.20,43.04,N/A,N/A,Barley,Black,N/A,10-26-26
19.00,37.00,1.00,33.19,66.17,37.08,N/A,N/A,Barley,Black,N/A,DAP
20.00,16.00,0.00,30.68,66.84,47.59,N/A,N/A,Barley,Clayey,N/A,14-35-14
14.00,11.00,0.00,35.20,59.92,34.79,N/A,N/A,Barley,Sandy,N/A,Urea
25.00,18.00,0.00,30.03,52.95,35.22,N/A,N/A,Barley,Sandy,N/A,Urea
14.00,36.00,0.00,30.44,50.67,28.24,N/A,N/A,Barley,Clayey,N/A,10-26-26
38.00,0.00,0.00,31.78,68.85,30.40,N/A,N/A,Barley,Clayey,N/A,Urea
3.00,17.00,19.00,33.64,66.85,33.19,N/A,N/A,Barley,Red,N/A,14-35-14
24.00,22.00,0.00,26.86,59.65,38.45,N/A,N/A,Barley,Sandy,N/A,28-28
15.00,14.00,13.00,34.84,64.32,51.31,N/A,N/A,Barley,Black,N/A,17-17-17
6.00,28.00,11.00,35.16,68.01,47.87,N/A,N/A,Barley,Clayey,N/A,DAP
17.00,19.00,0.00,25.09,67.19,40.04,N/A,N/A,Barley,Loamy,N/A,DAP
26.00,24.00,0.00,29.06,54.83,25.81,N/A,N/A,Barley,Sandy,N/A,14-35-14
10.00,36.00,1.00,31.75,69.81,26.93,N/A,N/A,Barley,Loamy,N/A,Urea
39.00,0.00,1.00,33.61,51.43,21.75,N/A,N/A,Barley,Loamy,N/A,28-28
7.00,36.00,4.00,27.05,61.36,20.00,N/A,N/A,Barley,Black,N/A,17-17-17
7.00,28.00,9.00,26.23,63.15,63.34,N/A,N/A,Barley,Sandy,N/A,28-28
8.00,33.00,0.00,34.54,69.83,51.36,N/A,N/A,Barley,Black,N/A,Urea
9.00,19.00,8.00,34.81,71.07,65.13,N/A,N/A,Barley,Sandy,N/A,20-20
16.00,9.00,8.00,22.16,53.56,37.96,N/A,N/A,Barley,Red,N/A,14-35-14
17.00,32.00,0.00,33.42,63.69,60.05,N/A,N/A,Barley,Clayey,N/A,10-26-26
41.00,1.00,0.00,38.71,73.81,59.76,N/A,N/A,Barley,Sandy,N/A,Urea
14.00,37.00,3.00,34.48,69.00,39.73,N/A,N/A,Barley,Red,N/A,28-28
22.00,18.00,1.00,33.94,63.51,41.89,N/A,N/A,Barley,Loamy,N/A,17-17-17
5.00,32.00,11.00,31.66,60.47,54.89,N/A,N/A,Barley,Black,N/A,Urea
13.00,43.00,0.00,28.66,50.21,39.99,N/A,N/A,Barley,Clayey,N/A,10-26-26
36.00,0.00,0.00,27.12,57.97,29.20,N/A,N/A,Barley,Red,N/A,17-17-17
34.00,0.00,3.00,37.12,73.59,58.49,N/A,N/A,Barley,Red,N/A,Urea
38.00,4.00,1.00,29.41,59.37,32.03,N/A,N/A,Barley,Sandy,N/A,14-35-14
24.00,23.00,0.00,31.46,52.20,31.78,N/A,N/A,Barley,Loamy,N/A,28-28
15.00,34.00,0.00,36.47,68.04,31.14,N/A,N/A,Barley,Black,N/A,14-35-14
11.00,31.00,0.00,32.27,43.73,42.30,N/A,N/A,Barley,Red,N/A,10-26-26
14.00,36.00,0.00,33.24,67.96,42.80,N/A,N/A,Barley,Black,N/A,DAP
9.00,16.00,20.00,20.00,55.62,31.35,N/A,N/A,Barley,Loamy,N/A,17-17-17
35.00,3.00,4.00,26.11,61.27,51.36,N/A,N/A,Barley,Black,N/A,20-20
9.00,25.00,2.00,31.87,60.06,34.29,N/A,N/A,Barley,Black,N/A,28-28
19.00,19.00,1.00,32.19,56.71,42.67,N/A,N/A,Barley,Clayey,N/A,17-17-17
10.00,37.00,1.00,29.49,61.99,38.54,N/A,N/A,Barley,Clayey,N/A,28-28
10.00,10.00,2.00,32.34,69.02,43.22,N/A,N/A,Barley,Red,N/A,17-17-17
12.00,8.00,10.00,30.69,61.53,44.72,N/A,N/A,Barley,Sandy,N/A,17-17-17
9.00,32.00,0.00,31.83,61.48,51.62,N/A,N/A,Barley,Clayey,N/A,14-35-14
13.00,16.00,17.00,24.87,66.48,38.24,N/A,N/A,Barley,Black,N/A,17-17-17
38.00,1.00,0.00,24.23,60.39,25.34,N/A,N/A,Barley,Loamy,N/A,DAP
15.00,34.00,4.00,29.24,46.88,44.55,N/A,N/A,Barley,Black,N/A,20-20
42.00,2.00,2.00,31.27,50.14,42.65,N/A,N/A,Barley,Red,N/A,DAP
6.00,28.00,11.00,29.75,56.27,31.85,N/A,N/A,Barley,Loamy,N/A,20-20
20.00,24.00,4.00,22.73,57.96,38.90,N/A,N/A,Barley,Red,N/A,Urea
11.00,32.00,8.00,35.43,75.29,47.09,N/A,N/A,Barley,Clayey,N/A,14-35-14
13.00,37.00,3.00,38.55,59.74,67.60,N/A,N/A,Barley,Red,N/A,20-20
44.00,0.00,0.00,35.65,71.86,53.99,N/A,N/A,Barley,Loamy,N/A,14-35-14
17.00,16.00,13.00,35.85,63.92,50.71,N/A,N/A,Barley,Loamy,N/A,14-35-14
17.00,22.00,4.00,34.15,64.07,42.61,N/A,N/A,Barley,Clayey,N/A,20-20
31.00,0.00,0.00,26.70,56.64,48.14,N/A,N/A,Barley,Black,N/A,20-20
14.00,42.00,2.00,32.35,63.16,38.72,N/A,N/A,Barley,Red,N/A,28-28
41.00,3.00,1.00,36.03,64.38,52.82,N/A,N/A,Barley,Sandy,N/A,10-26-26
34.00,0.00,2.00,21.20,48.29,57.03,N/A,N/A,Barley,Sandy,N/A,10-26-26
6.00,13.00,10.00,35.59,59.08,70.00,N/A,N/A,Barley,Black,N/A,DAP
18.00,40.00,1.00,29.75,58.55,65.87,N/A,N/A,Barley,Clayey,N/A,10-26-26
10.00,24.00,14.00,29.21,57.90,34.90,N/A,N/A,Barley,Red,N/A,Urea
12.00,12.00,0.00,24.60,59.94,58.54,N/A,N/A,Barley,Black,N/A,17-17-17
1.00,14.00,18.00,32.18,53.01,45.88,N/A,N/A,Barley,Sandy,N/A,DAP
13.00,16.00,0.00,27.86,44.14,58.37,N/A,N/A,Barley,Black,N/A,14-35-14
35.00,3.00,0.00,31.27,43.49,37.61,N/A,N/A,Barley,Loamy,N/A,14-35-14
6.00,16.00,20.00,25.82,61.11,39.24,N/A,N/A,Barley,Red,N/A,17-17-17
7.00,32.00,9.00,30.69,60.36,64.89,N/A,N/A,Barley,Loamy,N/A,17-17-17
17.00,28.00,2.00,31.35,62.93,34.02,N/A,N/A,Barley,Clayey,N/A,14-35-14
35.00,1.00,1.00,28.42,68.97,38.11,N/A,N/A,Barley,Sandy,N/A,20-20
17.00,8.00,0.00,31.81,62.69,55.11,N/A,N/A,Barley,Sandy,N/A,14-35-14
4.00,28.00,5.00,33.93,68.08,68.40,N/A,N/A,Barley,Red,N/A,20-20
13.00,6.00,0.00,30.90,61.42,48.45,N/A,N/A,Barley,Loamy,N/A,28-28
9.00,30.00,4.00,36.91,57.36,46.79,N/A,N/A,Barley,Black,N/A,10-26-26
2.00,21.00,14.00,32.92,56.58,28.50,N/A,N/A,Barley,Loamy,N/A,28-28
41.00,4.00,3.00,29.74,67.30,55.70,N/A,N/A,Barley,Clayey,N/A,20-20
37.00,0.00,0.00,24.84,49.58,47.64,N/A,N/A,Barley,Loamy,N/A,10-26-26
38.00,1.00,2.00,30.24,56.13,30.91,N/A,N/A,Barley,Black,N/A,10-26-26
5.00,25.00,7.00,30.23,55.76,53.54,N/A,N/A,Barley,Loamy,N/A,14-35-14
20.00,27.00,1.00,26.41,55.23,43.13,N/A,N/A,Barley,Black,N/A,10-26-26
11.00,26.00,6.00,35.84,73.34,56.27,N/A,N/A,Barley,Red,N/A,10-26-26
40.00,0.00,2.00,32.85,53.21,37.96,N/A,N/A,Barley,Black,N/A,DAP
40.00,0.00,2.00,31.87,56.38,39.33,N/A,N/A,Barley,Clayey,N/A,20-20
13.00,6.00,2.00,21.34,47.91,23.25,N/A,N/A,Barley,Loamy,N/A,10-26-26
10.00,4.00,4.00,31.78,51.44,58.82,N/A,N/A,Barley,Loamy,N/A,17-17-17
8.00,15.00,0.00,25.66,45.25,65.07,N/A,N/A,Barley,Sandy,N/A,28-28
22.00,21.00,0.00,29.68,74.89,47.11,N/A,N/A,Barley,Sandy,N/A,20-20
1.00,15.00,15.00,24.55,59.45,47.37,N/A,N/A,Barley,Red,N/A,Urea
8.00,12.00,17.00,30.00,42.84,46.81,N/A,N/A,Barley,Loamy,N/A,17-17-17
8.00,19.00,9.00,28.66,41.97,62.44,N/A,N/A,Barley,Red,N/A,14-35-14
6.00,31.00,11.00,25.96,53.04,46.11,N/A,N/A,Barley,Black,N/A,10-26-26
7.00,27.00,3.00,29.41,52.65,48.35,N/A,N/A,Barley,Loamy,N/A,DAP
11.00,6.00,0.00,33.99,68.26,39.64,N/A,N/A,Barley,Red,N/A,10-26-26
16.00,10.00,0.00,32.80,55.77,44.43,N/A,N/A,Barley,Sandy,N/A,14-35-14
38.00,0.00,0.00,26.05,48.76,45.26,N/A,N/A,Barley,Loamy,N/A,DAP
14.00,36.00,0.00,31.15,55.59,35.09,N/A,N/A,Barley,Red,N/A,14-35-14
33.00,0.00,2.00,30.59,54.91,43.28,N/A,N/A,Barley,Sandy,N/A,DAP
11.00,8.00,1.00,30.30,69.31,52.01,N/A,N/A,Barley,Black,N/A,DAP
6.00,8.00,2.00,38.45,63.15,58.06,N/A,N/A,Barley,Clayey,N/A,10-26-26
34.00,0.00,0.00,20.56,55.98,65.55,N/A,N/A,Barley,Loamy,N/A,DAP
12.00,6.00,0.00,32.41,67.07,32.33,N/A,N/A,Barley,Loamy,N/A,Urea
17.00,32.00,0.00,33.17,68.40,25.54,N/A,N/A,Barley,Black,N/A,Urea
16.00,13.00,3.00,28.32,55.53,39.80,N/A,N/A,Barley,Clayey,N/A,14-35-14
37.00,0.00,0.00,28.77,63.48,49.52,N/A,N/A,Barley,Red,N/A,DAP
38.00,4.00,2.00,30.23,47.44,55.39,N/A,N/A,Barley,Red,N/A,DAP
34.00,4.00,2.00,27.61,61.04,41.97,N/A,N/A,Barley,Clayey,N/A,14-35-14
18.00,22.00,4.00,35.56,61.27,33.78,N/A,N/A,Barley,Black,N/A,DAP
33.00,0.00,2.00,25.40,50.75,42.40,N/A,N/A,Barley,Black,N/A,14-35-14
12.00,44.00,0.00,32.73,62.28,57.46,N/A,N/A,Barley,Sandy,N/A,28-28
15.00,16.00,18.00,32.20,67.18,28.11,N/A,N/A,Barley,Loamy,N/A,14-35-14
45.00,0.00,0.00,27.81,60.00,25.06,N/A,N/A,Barley,Sandy,N/A,20-20
8.00,9.00,0.00,31.36,56.32,45.45,N/A,N/A,Barley,Sandy,N/A,17-17-17
10.00,41.00,1.00,32.97,57.21,28.80,N/A,N/A,Barley,Loamy,N/A,14-35-14
22.00,15.00,1.00,26.58,49.05,23.60,N/A,N/A,Barley,Loamy,N/A,20-20
14.00,18.00,2.00,27.86,58.24,49.66,N/A,N/A,Barley,Red,N/A,Urea
8.00,34.00,0.00,27.87,59.72,43.57,N/A,N/A,Barley,Loamy,N/A,DAP
15.00,31.00,0.00,25.50,56.26,56.35,N/A,N/A,Barley,Sandy,N/A,28-28
12.00,28.00,8.00,24.18,49.22,58.28,N/A,N/A,Barley,Sandy,N/A,Urea
12.00,32.00,3.00,32.81,49.40,37.62,N/A,N/A,Barley,Loamy,N/A,DAP
19.00,20.00,2.00,30.99,68.56,42.89,N/A,N/A,Barley,Black,N/A,20-20
11.00,19.00,6.00,28.69,65.85,51.02,N/A,N/A,Barley,Sandy,N/A,20-20
37.00,0.00,3.00,38.27,63.64,34.87,N/A,N/A,Barley,Black,N/A,Urea
4.00,33.00,7.00,30.82,64.35,50.99,N/A,N/A,Barley,Clayey,N/A,17-17-17
13.00,27.00,11.00,30.99,49.27,20.00,N/A,N/A,Barley,Black,N/A,14-35-14
10.00,27.00,3.00,31.02,57.58,20.00,N/A,N/A,Barley,Black,N/A,Urea
38.00,1.00,0.00,23.14,53.52,59.52,N/A,N/A,Barley,Red,N/A,DAP
3.00,32.00,4.00,35.04,68.15,32.62,N/A,N/A,Barley,Black,N/A,17-17-17
12.00,28.00,10.00,32.37,71.46,24.30,N/A,N/A,Barley,Clayey,N/A,20-20
38.00,0.00,2.00,29.25,55.35,49.89,N/A,N/A,Barley,Black,N/A,28-28
14.00,13.00,0.00,29.28,54.61,62.26,N/A,N/A,Barley,Red,N/A,20-20
45.00,0.00,0.00,24.87,53.77,41.62,N/A,N/A,Barley,Sandy,N/A,10-26-26
42.00,2.00,0.00,35.45,66.58,36.72,N/A,N/A,Barley,Red,N/A,20-20
13.00,35.00,3.00,36.10,66.96,25.72,N/A,N/A,Barley,Sandy,N/A,28-28
40.00,0.00,0.00,29.44,57.46,38.52,N/A,N/A,Barley,Red,N/A,Urea
18.00,16.00,1.00,25.41,49.09,44.03,N/A,N/A,Barley,Sandy,N/A,14-35-14
26.00,22.00,0.00,28.71,45.53,37.59,N/A,N/A,Barley,Clayey,N/A,20-20
16.00,45.00,1.00,32.48,52.45,43.50,N/A,N/A,Barley,Loamy,N/A,20-20
8.00,9.00,10.00,38.58,57.38,60.10,N/A,N/A,Barley,Loamy,N/A,14-35-14
10.00,12.00,3.00,27.40,53.38,24.91,N/A,N/A,Barley,Sandy,N/A,20-20
16.00,41.00,3.00,32.28,51.88,30.19,N/A,N/A,Barley,Loamy,N/A,Urea
7.00,46.00,0.00,32.50,63.91,50.78,N/A,N/A,Barley,Loamy,N/A,20-20
16.00,11.00,0.00,30.49,59.07,27.14,N/A,N/A,Barley,Loamy,N/A,14-35-14
5.00,30.00,6.00,27.49,55.27,67.27,N/A,N/A,Barley,Loamy,N/A,28-28
27.00,18.00,0.00,26.55,58.11,35.01,N/A,N/A,Barley,Red,N/A,10-26-26
12.00,14.00,0.00,36.65,65.21,44.67,N/A,N/A,Barley,Loamy,N/A,28-28
42.00,1.00,1.00,34.02,52.63,32.14,N/A,N/A,Barley,Loamy,N/A,DAP
42.00,0.00,0.00,26.72,58.18,37.93,N/A,N/A,Barley,Loamy,N/A,28-28
25.00,25.00,4.00,31.16,56.43,43.16,N/A,N/A,Barley,Loamy,N/A,DAP
31.00,4.00,0.00,25.42,48.77,35.86,N/A,N/A,Barley,Red,N/A,10-26-26
27.00,24.00,3.00,25.03,48.11,40.57,N/A,N/A,Barley,Red,N/A,DAP
9.00,16.00,8.00,29.70,49.26,41.74,N/A,N/A,Barley,Clayey,N/A,28-28
6.00,15.00,4.00,27.90,50.42,39.03,N/A,N/A,Barley,Sandy,N/A,DAP
11.00,18.00,0.00,34.67,58.70,28.33,N/A,N/A,Barley,Sandy,N/A,Urea
41.00,0.00,0.00,25.49,51.92,39.46,N/A,N/A,Barley,Clayey,N/A,20-20
10.00,13.00,3.00,28.87,60.59,53.34,N/A,N/A,Barley,Clayey,N/A,28-28
4.00,10.00,0.00,30.43,60.58,58.52,N/A,N/A,Barley,Black,N/A,DAP
12.00,16.00,13.00,32.92,70.05,54.36,N/A,N/A,Barley,Red,N/A,28-28
13.00,19.00,16.00,28.10,43.56,59.25,N/A,N/A,Barley,Black,N/A,28-28
27.00,16.00,0.00,29.21,49.47,38.79,N/A,N/A,Barley,Black,N/A,17-17-17
12.00,37.00,2.00,34.62,59.62,38.08,N/A,N/A,Barley,Loamy,N/A,10-26-26
42.00,0.00,0.00,36.95,68.98,59.88,N/A,N/A,Barley,Red,N/A,Urea
17.00,12.00,3.00,27.57,59.56,44.62,N/A,N/A,Barley,Sandy,N/A,14-35-14
26.00,21.00,3.00,25.53,66.09,52.38,N/A,N/A,Barley,Sandy,N/A,Urea
8.00,20.00,18.00,26.52,47.97,33.66,N/A,N/A,Barley,Clayey,N/A,DAP
14.00,10.00,4.00,24.08,63.58,64.23,N/A,N/A,Barley,Sandy,N/A,20-20
14.00,13.00,10.00,21.56,46.27,50.02,N/A,N/A,Barley,Red,N/A,17-17-17
20.00,19.00,0.00,29.07,43.85,43.37,N/A,N/A,Barley,Sandy,N/A,DAP
15.00,12.00,0.00,30.86,69.70,44.53,N/A,N/A,Barley,Black,N/A,14-35-14
7.00,12.00,0.00,21.20,52.42,32.81,N/A,N/A,Barley,Clayey,N/A,28-28
37.00,0.00,0.00,27.34,44.53,56.06,N/A,N/A,Barley,Red,N/A,10-26-26
20.00,18.00,4.00,23.76,60.46,36.53,N/A,N/A,Barley,Sandy,N/A,DAP
13.00,14.00,0.00,27.92,65.12,62.24,N/A,N/A,Barley,Clayey,N/A,14-35-14
21.00,19.00,0.00,28.97,52.75,22.49,N/A,N/A,Barley,Red,N/A,14-35-14
11.00,18.00,19.00,26.38,62.82,27.40,N/A,N/A,Barley,Loamy,N/A,Urea
6.00,17.00,8.00,28.97,52.94,43.27,N/A,N/A,Barley,Clayey,N/A,28-28
8.00,14.00,17.00,24.73,56.02,64.26,N/A,N/A,Barley,Clayey,N/A,28-28
10.00,39.00,2.00,32.61,67.03,58.43,N/A,N/A,Barley,Red,N/A,DAP
26.00,15.00,0.00,35.54,65.54,44.63,N/A,N/A,Barley,Clayey,N/A,17-17-17
10.00,10.00,0.00,33.00,62.92,41.61,N/A,N/A,Barley,Black,N/A,20-20
13.00,12.00,17.00,24.52,56.28,56.79,N/A,N/A,Barley,Clayey,N/A,28-28
22.00,17.00,2.00,22.02,60.75,52.93,N/A,N/A,Barley,Black,N/A,DAP
36.00,1.00,2.00,21.78,46.74,29.02,N/A,N/A,Barley,Loamy,N/A,10-26-26
25.00,17.00,0.00,30.39,67.13,49.20,N/A,N/A,Barley,Sandy,N/A,14-35-14
2.00,29.00,9.00,31.40,56.72,59.17,N/A,N/A,Barley,Black,N/A,DAP
11.00,17.00,0.00,22.39,55.39,53.07,N/A,N/A,Barley,Loamy,N/A,10-26-26
18.00,41.00,1.00,31.31,57.34,45.00,N/A,N/A,Barley,Loamy,N/A,20-20
13.00,11.00,0.00,30.11,63.21,39.22,N/A,N/A,Barley,Red,N/A,17-17-17
9.00,8.00,0.00,26.68,44.49,63.42,N/A,N/A,Barley,Loamy,N/A,17-17-17
9.00,6.00,4.00,25.63,53.63,52.84,N/A,N/A,Barley,Black,N/A,10-26-26
9.00,8.00,2.00,33.73,54.32,35.70,N/A,N/A,Barley,Sandy,N/A,Urea
12.00,21.00,15.00,32.32,65.32,46.10,N/A,N/A,Barley,Sandy,N/A,17-17-17
18.00,26.00,0.00,29.61,70.69,43.81,N/A,N/A,Barley,Sandy,N/A,28-28
16.00,40.00,4.00,32.55,63.72,35.80,N/A,N/A,Barley,Sandy,N/A,DAP
15.00,41.00,0.00,30.59,68.80,42.49,N/A,N/A,Barley,Sandy,N/A,10-26-26
10.00,24.00,4.00,28.92,59.44,57.18,N/A,N/A,Barley,Loamy,N/A,14-35-14
42.00,3.00,0.00,35.72,63.95,56.88,N/A,N/A,Barley,Black,N/A,17-17-17
33.00,0.00,4.00,30.94,55.34,55.13,N/A,N/A,Barley,Black,N/A,17-17-17
14.00,35.00,0.00,35.73,66.71,33.31,N/A,N/A,Barley,Sandy,N/A,10-26-26
16.00,39.00,1.00,22.05,60.60,39.49,N/A,N/A,Barley,Loamy,N/A,28-28
12.00,37.00,0.00,37.38,63.08,42.58,N/A,N/A,Barley,Sandy,N/A,10-26-26
21.00,13.00,3.00,27.08,53.24,47.64,N/A,N/A,Barley,Loamy,N/A,14-35-14
16.00,38.00,0.00,34.77,61.67,59.77,N/A,N/A,Barley,Clayey,N/A,Urea
35.00,0.00,4.00,34.38,57.60,52.94,N/A,N/A,Barley,Clayey,N/A,DAP
41.00,0.00,0.00,29.46,66.27,38.77,N/A,N/A,Barley,Sandy,N/A,17-17-17
11.00,26.00,8.00,37.60,58.72,21.63,N/A,N/A,Barley,Sandy,N/A,28-28
13.00,16.00,15.00,30.51,55.65,37.31,N/A,N/A,Barley,Clayey,N/A,20-20
13.00,42.00,0.00,37.85,71.37,60.91,N/A,N/A,Barley,Red,N/A,20-20
12.00,9.00,0.00,24.54,49.35,57.77,N/A,N/A,Barley,Red,N/A,14-35-14
5.00,31.00,8.00,24.18,61.70,52.14,N/A,N/A,Barley,Sandy,N/A,28-28
39.00,0.00,0.00,25.95,54.26,48.46,N/A,N/A,Barley,Red,N/A,Urea
11.00,32.00,7.00,26.05,60.98,50.96,N/A,N/A,Barley,Black,N/A,DAP
11.00,38.00,0.00,29.93,43.29,48.86,N/A,N/A,Barley,Black,N/A,Urea
8.00,25.00,5.00,35.60,73.58,37.94,N/A,N/A,Barley,Sandy,N/A,20-20
15.00,14.00,0.00,27.90,46.88,39.77,N/A,N/A,Barley,Black,N/A,Urea
26.00,19.00,0.00,31.35,56.17,45.42,N/A,N/A,Barley,Clayey,N/A,10-26-26
19.00,18.00,0.00,26.03,65.26,38.25,N/A,N/A,Barley,Clayey,N/A,10-26-26
21.00,24.00,0.00,30.44,57.30,35.77,N/A,N/A,Barley,Loamy,N/A,17-17-17
14.00,4.00,0.00,34.28,57.44,41.72,N/A,N/A,Barley,Loamy,N/A,10-26-26
34.00,0.00,0.00,28.91,55.03,35.94,N/A,N/A,Barley,Black,N/A,DAP
1.00,11.00,14.00,25.93,61.01,45.93,N/A,N/A,Barley,Loamy,N/A,17-17-17
8.00,10.00,0.00,26.19,59.96,28.29,N/A,N/A,Barley,Sandy,N/A,DAP
11.00,17.00,13.00,30.14,57.67,49.19,N/A,N/A,Barley,Red,N/A,20-20
14.00,16.00,10.00,37.39,61.21,53.57,N/A,N/A,Barley,Clayey,N/A,20-20
9.00,27.00,3.00,31.81,50.57,52.14,N/A,N/A,Barley,Sandy,N/A,10-26-26
11.00,40.00,0.00,40.00,65.47,42.28,N/A,N/A,Barley,Red,N/A,17-17-17
34.00,0.00,0.00,30.06,47.80,60.33,N/A,N/A,Barley,Loamy,N/A,20-20
13.00,41.00,0.00,39.47,66.89,26.46,N/A,N/A,Barley,Red,N/A,28-28
32.00,1.00,0.00,24.38,56.96,39.27,N/A,N/A,Barley,Sandy,N/A,10-26-26
43.00,0.00,4.00,40.00,80.00,43.34,N/A,N/A,Barley,Black,N/A,28-28
3.00,10.00,0.00,31.69,56.25,40.99,N/A,N/A,Barley,Black,N/A,14-35-14
14.00,4.00,0.00,31.13,57.22,49.42,N/A,N/A,Barley,Loamy,N/A,20-20
15.00,5.00,0.00,34.81,60.62,53.89,N/A,N/A,Barley,Clayey,N/A,14-35-14
8.00,31.00,11.00,38.72,58.90,38.91,N/A,N/A,Barley,Black,N/A,14-35-14
14.00,41.00,0.00,25.47,51.22,21.20,N/A,N/A,Barley,Loamy,N/A,DAP
10.00,29.00,7.00,32.28,51.98,66.27,N/A,N/A,Barley,Red,N/A,28-28
9.00,24.00,5.00,31.70,56.56,58.11,N/A,N/A,Barley,Red,N/A,Urea
10.00,13.00,12.00,35.64,58.25,43.11,N/A,N/A,Barley,Sandy,N/A,17-17-17
11.00,17.00,0.00,37.92,63.52,57.65,N/A,N/A,Barley,Sandy,N/A,20-20
28.00,25.00,4.00,34.96,62.17,32.10,N/A,N/A,Barley,Clayey,N/A,28-28
13.00,13.00,3.00,33.57,71.20,44.05,N/A,N/A,Barley,Black,N/A,17-17-17
11.00,16.00,0.00,26.65,60.53,40.45,N/A,N/A,Barley,Loamy,N/A,10-26-26
1.00,19.00,19.00,36.16,66.29,49.05,N/A,N/A,Barley,Loamy,N/A,10-26-26
10.00,32.00,4.00,31.20,67.76,37.33,N/A,N/A,Barley,Loamy,N/A,20-20
33.00,0.00,0.00,24.26,47.47,41.47,N/A,N/A,Barley,Red,N/A,14-35-14
43.00,0.00,2.00,31.17,47.40,35.26,N/A,N/A,Barley,Loamy,N/A,17-17-17
5.00,30.00,3.00,32.02,49.90,34.01,N/A,N/A,Barley,Clayey,N/A,17-17-17
13.00,36.00,4.00,25.42,59.82,44.93,N/A,N/A,Barley,Black,N/A,10-26-26
18.00,41.00,4.00,24.94,59.33,39.15,N/A,N/A,Barley,Loamy,N/A,20-20
23.00,17.00,4.00,30.70,65.78,39.17,N/A,N/A,Barley,Red,N/A,Urea
13.00,10.00,11.00,31.92,64.08,56.90,N/A,N/A,Barley,Loamy,N/A,20-20
19.00,18.00,1.00,31.12,67.16,45.77,N/A,N/A,Barley,Red,N/A,10-26-26
13.00,40.00,1.00,31.25,65.16,61.75,N/A,N/A,Barley,Red,N/A,28-28
7.00,17.00,10.00,27.38,58.03,33.27,N/A,N/A,Barley,Red,N/A,Urea
5.00,17.00,16.00,28.69,51.59,39.81,N/A,N/A,Barley,Clayey,N/A,17-17-17
39.00,2.00,0.00,29.87,53.12,36.23,N/A,N/A,Barley,Black,N/A,20-20
38.00,0.00,3.00,32.25,57.98,33.41,N/A,N/A,Barley,Clayey,N/A,17-17-17
13.00,40.00,0.00,30.09,63.88,29.57,N/A,N/A,Barley,Red,N/A,17-17-17
41.00,4.00,0.00,30.66,73.88,52.09,N/A,N/A,Barley,Loamy,N/A,28-28
16.00,41.00,0.00,37.04,64.29,36.18,N/A,N/A,Barley,Red,N/A,28-28
21.00,23.00,0.00,27.09,52.83,49.64,N/A,N/A,Barley,Clayey,N/A,14-35-14
36.00,0.00,3.00,29.84,46.49,36.19,N/A,N/A,Barley,Sandy,N/A,28-28
7.00,3.00,0.00,24.06,61.27,35.50,N/A,N/A,Barley,Clayey,N/A,28-28
8.00,28.00,5.00,23.77,56.55,20.00,N/A,N/A,Barley,Clayey,N/A,10-26-26
13.00,17.00,0.00,32.09,75.71,34.53,N/A,N/A,Barley,Sandy,N/A,14-35-14
